date,store_nbr,family,sales,onpromotion,city,state,type,cluster,dcoilwtico,holiday,national_holiday,year,month,day,day_name
2013-01-16,1,BEVERAGES,1043.0,0,18.0,12.0,3.0,13,94.28,0,0,0.0,1,16,6.0
2013-01-16,1,DAIRY,519.0,0,18.0,12.0,3.0,13,94.28,0,0,0.0,1,16,6.0
2013-01-16,1,GROCERY I,2387.0,0,18.0,12.0,3.0,13,94.28,0,0,0.0,1,16,6.0
2013-01-17,1,BEVERAGES,898.0,0,18.0,12.0,3.0,13,95.49,0,0,0.0,1,17,4.0
2013-01-17,1,DAIRY,373.0,0,18.0,12.0,3.0,13,95.49,0,0,0.0,1,17,4.0
2013-01-17,1,GROCERY I,1648.0,0,18.0,12.0,3.0,13,95.49,0,0,0.0,1,17,4.0
2013-01-18,1,BEVERAGES,1130.0,0,18.0,12.0,3.0,13,95.61,0,0,0.0,1,18,0.0
2013-01-18,1,DAIRY,464.0,0,18.0,12.0,3.0,13,95.61,0,0,0.0,1,18,0.0
2013-01-18,1,GROCERY I,1804.0,0,18.0,12.0,3.0,13,95.61,0,0,0.0,1,18,0.0
2013-01-19,1,BEVERAGES,1280.0,0,18.0,12.0,3.0,13,95.73,0,0,0.0,1,19,2.0
2013-01-19,1,DAIRY,447.0,0,18.0,12.0,3.0,13,95.73,0,0,0.0,1,19,2.0
2013-01-19,1,GROCERY I,1956.0,0,18.0,12.0,3.0,13,95.73,0,0,0.0,1,19,2.0
2013-01-20,1,BEVERAGES,453.0,0,18.0,12.0,3.0,13,95.85,0,0,0.0,1,20,3.0
2013-01-20,1,DAIRY,177.0,0,18.0,12.0,3.0,13,95.85,0,0,0.0,1,20,3.0
2013-01-20,1,GROCERY I,895.0,0,18.0,12.0,3.0,13,95.85,0,0,0.0,1,20,3.0
2013-01-21,1,BEVERAGES,1104.0,0,18.0,12.0,3.0,13,95.97,0,0,0.0,1,21,1.0
2013-01-21,1,DAIRY,399.0,0,18.0,12.0,3.0,13,95.97,0,0,0.0,1,21,1.0
2013-01-21,1,GROCERY I,1679.0,0,18.0,12.0,3.0,13,95.97,0,0,0.0,1,21,1.0
2013-01-22,1,BEVERAGES,1037.0,0,18.0,12.0,3.0,13,96.09,0,0,0.0,1,22,5.0
2013-01-22,1,DAIRY,347.0,0,18.0,12.0,3.0,13,96.09,0,0,0.0,1,22,5.0
2013-01-22,1,GROCERY I,1809.0,0,18.0,12.0,3.0,13,96.09,0,0,0.0,1,22,5.0
2013-01-23,1,BEVERAGES,1052.0,0,18.0,12.0,3.0,13,95.06,0,0,0.0,1,23,6.0
2013-01-23,1,DAIRY,496.0,0,18.0,12.0,3.0,13,95.06,0,0,0.0,1,23,6.0
2013-01-23,1,GROCERY I,2271.0,0,18.0,12.0,3.0,13,95.06,0,0,0.0,1,23,6.0
2013-01-24,1,BEVERAGES,846.0,0,18.0,12.0,3.0,13,95.35,0,0,0.0,1,24,4.0
2013-01-24,1,DAIRY,359.0,0,18.0,12.0,3.0,13,95.35,0,0,0.0,1,24,4.0
2013-01-24,1,GROCERY I,1868.0,0,18.0,12.0,3.0,13,95.35,0,0,0.0,1,24,4.0
2013-01-25,1,BEVERAGES,1103.0,0,18.0,12.0,3.0,13,95.15,0,0,0.0,1,25,0.0
2013-01-25,1,DAIRY,399.0,0,18.0,12.0,3.0,13,95.15,0,0,0.0,1,25,0.0
2013-01-25,1,GROCERY I,1706.0,0,18.0,12.0,3.0,13,95.15,0,0,0.0,1,25,0.0
2013-01-26,1,BEVERAGES,965.0,0,18.0,12.0,3.0,13,95.41666666666667,0,0,0.0,1,26,2.0
2013-01-26,1,DAIRY,440.0,0,18.0,12.0,3.0,13,95.41666666666667,0,0,0.0,1,26,2.0
2013-01-26,1,GROCERY I,1775.0,0,18.0,12.0,3.0,13,95.41666666666667,0,0,0.0,1,26,2.0
2013-01-27,1,BEVERAGES,417.0,0,18.0,12.0,3.0,13,95.68333333333334,0,0,0.0,1,27,3.0
2013-01-27,1,DAIRY,192.0,0,18.0,12.0,3.0,13,95.68333333333334,0,0,0.0,1,27,3.0
2013-01-27,1,GROCERY I,811.0,0,18.0,12.0,3.0,13,95.68333333333334,0,0,0.0,1,27,3.0
2013-01-28,1,BEVERAGES,772.0,0,18.0,12.0,3.0,13,95.95,0,0,0.0,1,28,1.0
2013-01-28,1,DAIRY,405.0,0,18.0,12.0,3.0,13,95.95,0,0,0.0,1,28,1.0
2013-01-28,1,GROCERY I,1695.0,0,18.0,12.0,3.0,13,95.95,0,0,0.0,1,28,1.0
2013-01-29,1,BEVERAGES,932.0,0,18.0,12.0,3.0,13,97.62,0,0,0.0,1,29,5.0
2013-01-29,1,DAIRY,327.0,0,18.0,12.0,3.0,13,97.62,0,0,0.0,1,29,5.0
2013-01-29,1,GROCERY I,1575.0,0,18.0,12.0,3.0,13,97.62,0,0,0.0,1,29,5.0
2013-01-30,1,BEVERAGES,1031.0,0,18.0,12.0,3.0,13,97.98,0,0,0.0,1,30,6.0
2013-01-30,1,DAIRY,486.0,0,18.0,12.0,3.0,13,97.98,0,0,0.0,1,30,6.0
2013-01-30,1,GROCERY I,2157.0,0,18.0,12.0,3.0,13,97.98,0,0,0.0,1,30,6.0
2013-01-31,1,BEVERAGES,889.0,0,18.0,12.0,3.0,13,97.65,0,0,0.0,1,31,4.0
2013-01-31,1,DAIRY,365.0,0,18.0,12.0,3.0,13,97.65,0,0,0.0,1,31,4.0
2013-01-31,1,GROCERY I,1496.0,0,18.0,12.0,3.0,13,97.65,0,0,0.0,1,31,4.0
2013-02-01,1,BEVERAGES,941.0,0,18.0,12.0,3.0,13,97.46,0,0,0.0,2,1,0.0
2013-02-01,1,DAIRY,430.0,0,18.0,12.0,3.0,13,97.46,0,0,0.0,2,1,0.0
2013-02-01,1,GROCERY I,1808.0,0,18.0,12.0,3.0,13,97.46,0,0,0.0,2,1,0.0
2013-02-02,1,BEVERAGES,1005.0,0,18.0,12.0,3.0,13,97.04333333333332,0,0,0.0,2,2,2.0
2013-02-02,1,DAIRY,427.0,0,18.0,12.0,3.0,13,97.04333333333332,0,0,0.0,2,2,2.0
2013-02-02,1,GROCERY I,2092.0,0,18.0,12.0,3.0,13,97.04333333333332,0,0,0.0,2,2,2.0
2013-02-03,1,BEVERAGES,442.0,0,18.0,12.0,3.0,13,96.62666666666667,0,0,0.0,2,3,3.0
2013-02-03,1,DAIRY,192.0,0,18.0,12.0,3.0,13,96.62666666666667,0,0,0.0,2,3,3.0
2013-02-03,1,GROCERY I,810.0,0,18.0,12.0,3.0,13,96.62666666666667,0,0,0.0,2,3,3.0
2013-02-04,1,BEVERAGES,775.0,0,18.0,12.0,3.0,13,96.21,0,0,0.0,2,4,1.0
2013-02-04,1,DAIRY,444.0,0,18.0,12.0,3.0,13,96.21,0,0,0.0,2,4,1.0
2013-02-04,1,GROCERY I,2221.0,0,18.0,12.0,3.0,13,96.21,0,0,0.0,2,4,1.0
2013-02-05,1,BEVERAGES,794.0,0,18.0,12.0,3.0,13,96.68,0,0,0.0,2,5,5.0
2013-02-05,1,DAIRY,424.0,0,18.0,12.0,3.0,13,96.68,0,0,0.0,2,5,5.0
2013-02-05,1,GROCERY I,1868.0,0,18.0,12.0,3.0,13,96.68,0,0,0.0,2,5,5.0
2013-02-06,1,BEVERAGES,923.0,0,18.0,12.0,3.0,13,96.44,0,0,0.0,2,6,6.0
2013-02-06,1,DAIRY,503.0,0,18.0,12.0,3.0,13,96.44,0,0,0.0,2,6,6.0
2013-02-06,1,GROCERY I,2056.0,0,18.0,12.0,3.0,13,96.44,0,0,0.0,2,6,6.0
2013-02-07,1,BEVERAGES,794.0,0,18.0,12.0,3.0,13,95.84,0,0,0.0,2,7,4.0
2013-02-07,1,DAIRY,342.0,0,18.0,12.0,3.0,13,95.84,0,0,0.0,2,7,4.0
2013-02-07,1,GROCERY I,1474.0,0,18.0,12.0,3.0,13,95.84,0,0,0.0,2,7,4.0
2013-02-08,1,BEVERAGES,949.0,0,18.0,12.0,3.0,13,95.71,0,0,0.0,2,8,0.0
2013-02-08,1,DAIRY,426.0,0,18.0,12.0,3.0,13,95.71,0,0,0.0,2,8,0.0
2013-02-08,1,GROCERY I,1767.0,0,18.0,12.0,3.0,13,95.71,0,0,0.0,2,8,0.0
2013-02-09,1,BEVERAGES,783.0,0,18.0,12.0,3.0,13,96.14333333333333,0,0,0.0,2,9,2.0
2013-02-09,1,DAIRY,377.0,0,18.0,12.0,3.0,13,96.14333333333333,0,0,0.0,2,9,2.0
2013-02-09,1,GROCERY I,1552.0,0,18.0,12.0,3.0,13,96.14333333333333,0,0,0.0,2,9,2.0
2013-02-10,1,BEVERAGES,185.0,0,18.0,12.0,3.0,13,96.57666666666667,0,0,0.0,2,10,3.0
2013-02-10,1,DAIRY,110.0,0,18.0,12.0,3.0,13,96.57666666666667,0,0,0.0,2,10,3.0
2013-02-10,1,GROCERY I,385.0,0,18.0,12.0,3.0,13,96.57666666666667,0,0,0.0,2,10,3.0
2013-02-11,1,BEVERAGES,172.0,0,18.0,12.0,3.0,13,97.01,1,1,0.0,2,11,1.0
2013-02-11,1,DAIRY,151.0,0,18.0,12.0,3.0,13,97.01,1,1,0.0,2,11,1.0
2013-02-11,1,GROCERY I,458.0,0,18.0,12.0,3.0,13,97.01,1,1,0.0,2,11,1.0
2013-02-12,1,BEVERAGES,280.0,0,18.0,12.0,3.0,13,97.48,1,1,0.0,2,12,5.0
2013-02-12,1,DAIRY,139.0,0,18.0,12.0,3.0,13,97.48,1,1,0.0,2,12,5.0
2013-02-12,1,GROCERY I,628.0,0,18.0,12.0,3.0,13,97.48,1,1,0.0,2,12,5.0
2013-02-13,1,BEVERAGES,823.0,0,18.0,12.0,3.0,13,97.03,0,0,0.0,2,13,6.0
2013-02-13,1,DAIRY,508.0,0,18.0,12.0,3.0,13,97.03,0,0,0.0,2,13,6.0
2013-02-13,1,GROCERY I,2422.0,0,18.0,12.0,3.0,13,97.03,0,0,0.0,2,13,6.0
2013-02-14,1,BEVERAGES,728.0,0,18.0,12.0,3.0,13,97.3,0,0,0.0,2,14,4.0
2013-02-14,1,DAIRY,457.0,0,18.0,12.0,3.0,13,97.3,0,0,0.0,2,14,4.0
2013-02-14,1,GROCERY I,1743.0,0,18.0,12.0,3.0,13,97.3,0,0,0.0,2,14,4.0
2013-02-15,1,BEVERAGES,905.0,0,18.0,12.0,3.0,13,95.95,0,0,0.0,2,15,0.0
2013-02-15,1,DAIRY,459.0,0,18.0,12.0,3.0,13,95.95,0,0,0.0,2,15,0.0
2013-02-15,1,GROCERY I,1713.0,0,18.0,12.0,3.0,13,95.95,0,0,0.0,2,15,0.0
2013-02-16,1,BEVERAGES,989.0,0,18.0,12.0,3.0,13,96.135,0,0,0.0,2,16,2.0
2013-02-16,1,DAIRY,521.0,0,18.0,12.0,3.0,13,96.135,0,0,0.0,2,16,2.0
2013-02-16,1,GROCERY I,2046.0,0,18.0,12.0,3.0,13,96.135,0,0,0.0,2,16,2.0
2013-02-17,1,BEVERAGES,299.0,0,18.0,12.0,3.0,13,96.32,0,0,0.0,2,17,3.0
2013-02-17,1,DAIRY,150.0,0,18.0,12.0,3.0,13,96.32,0,0,0.0,2,17,3.0
2013-02-17,1,GROCERY I,630.0,0,18.0,12.0,3.0,13,96.32,0,0,0.0,2,17,3.0
2013-02-18,1,BEVERAGES,933.0,0,18.0,12.0,3.0,13,96.505,0,0,0.0,2,18,1.0
2013-02-18,1,DAIRY,405.0,0,18.0,12.0,3.0,13,96.505,0,0,0.0,2,18,1.0
2013-02-18,1,GROCERY I,1799.0,0,18.0,12.0,3.0,13,96.505,0,0,0.0,2,18,1.0
2013-02-19,1,BEVERAGES,852.0,0,18.0,12.0,3.0,13,96.69,0,0,0.0,2,19,5.0
2013-02-19,1,DAIRY,368.0,0,18.0,12.0,3.0,13,96.69,0,0,0.0,2,19,5.0
2013-02-19,1,GROCERY I,1923.0,0,18.0,12.0,3.0,13,96.69,0,0,0.0,2,19,5.0
2013-02-20,1,BEVERAGES,882.0,0,18.0,12.0,3.0,13,94.92,0,0,0.0,2,20,6.0
2013-02-20,1,DAIRY,514.0,0,18.0,12.0,3.0,13,94.92,0,0,0.0,2,20,6.0
2013-02-20,1,GROCERY I,2246.0,0,18.0,12.0,3.0,13,94.92,0,0,0.0,2,20,6.0
2013-02-21,1,BEVERAGES,910.0,0,18.0,12.0,3.0,13,92.79,0,0,0.0,2,21,4.0
2013-02-21,1,DAIRY,353.0,0,18.0,12.0,3.0,13,92.79,0,0,0.0,2,21,4.0
2013-02-21,1,GROCERY I,2023.0,0,18.0,12.0,3.0,13,92.79,0,0,0.0,2,21,4.0
2013-02-22,1,BEVERAGES,959.0,0,18.0,12.0,3.0,13,93.12,0,0,0.0,2,22,0.0
2013-02-22,1,DAIRY,424.0,0,18.0,12.0,3.0,13,93.12,0,0,0.0,2,22,0.0
2013-02-22,1,GROCERY I,1741.0,0,18.0,12.0,3.0,13,93.12,0,0,0.0,2,22,0.0
2013-02-23,1,BEVERAGES,1000.0,0,18.0,12.0,3.0,13,92.99333333333334,0,0,0.0,2,23,2.0
2013-02-23,1,DAIRY,451.0,0,18.0,12.0,3.0,13,92.99333333333334,0,0,0.0,2,23,2.0
2013-02-23,1,GROCERY I,1851.0,0,18.0,12.0,3.0,13,92.99333333333334,0,0,0.0,2,23,2.0
2013-02-24,1,BEVERAGES,439.0,0,18.0,12.0,3.0,13,92.86666666666666,0,0,0.0,2,24,3.0
2013-02-24,1,DAIRY,194.0,0,18.0,12.0,3.0,13,92.86666666666666,0,0,0.0,2,24,3.0
2013-02-24,1,GROCERY I,782.0,0,18.0,12.0,3.0,13,92.86666666666666,0,0,0.0,2,24,3.0
2013-02-25,1,BEVERAGES,851.0,0,18.0,12.0,3.0,13,92.74,0,0,0.0,2,25,1.0
2013-02-25,1,DAIRY,507.0,0,18.0,12.0,3.0,13,92.74,0,0,0.0,2,25,1.0
2013-02-25,1,GROCERY I,1897.0,0,18.0,12.0,3.0,13,92.74,0,0,0.0,2,25,1.0
2013-02-26,1,BEVERAGES,787.0,0,18.0,12.0,3.0,13,92.63,0,0,0.0,2,26,5.0
2013-02-26,1,DAIRY,426.0,0,18.0,12.0,3.0,13,92.63,0,0,0.0,2,26,5.0
2013-02-26,1,GROCERY I,1671.0,0,18.0,12.0,3.0,13,92.63,0,0,0.0,2,26,5.0
2013-02-27,1,BEVERAGES,962.0,0,18.0,12.0,3.0,13,92.84,0,0,0.0,2,27,6.0
2013-02-27,1,DAIRY,469.0,0,18.0,12.0,3.0,13,92.84,0,0,0.0,2,27,6.0
2013-02-27,1,GROCERY I,2174.0,0,18.0,12.0,3.0,13,92.84,0,0,0.0,2,27,6.0
2013-02-28,1,BEVERAGES,960.0,0,18.0,12.0,3.0,13,92.03,0,0,0.0,2,28,4.0
2013-02-28,1,DAIRY,401.0,0,18.0,12.0,3.0,13,92.03,0,0,0.0,2,28,4.0
2013-02-28,1,GROCERY I,1667.0,0,18.0,12.0,3.0,13,92.03,0,0,0.0,2,28,4.0
2013-03-01,1,BEVERAGES,911.0,0,18.0,12.0,3.0,13,90.71,0,0,0.0,3,1,0.0
2013-03-01,1,DAIRY,515.0,0,18.0,12.0,3.0,13,90.71,0,0,0.0,3,1,0.0
2013-03-01,1,GROCERY I,1930.0,0,18.0,12.0,3.0,13,90.71,0,0,0.0,3,1,0.0
2013-03-02,1,BEVERAGES,1221.0,0,18.0,12.0,3.0,13,90.51666666666667,0,0,0.0,3,2,2.0
2013-03-02,1,DAIRY,487.0,0,18.0,12.0,3.0,13,90.51666666666667,0,0,0.0,3,2,2.0
2013-03-02,1,GROCERY I,1980.0,0,18.0,12.0,3.0,13,90.51666666666667,0,0,0.0,3,2,2.0
2013-03-03,1,BEVERAGES,372.0,0,18.0,12.0,3.0,13,90.32333333333332,0,0,0.0,3,3,3.0
2013-03-03,1,DAIRY,216.0,0,18.0,12.0,3.0,13,90.32333333333332,0,0,0.0,3,3,3.0
2013-03-03,1,GROCERY I,914.0,0,18.0,12.0,3.0,13,90.32333333333332,0,0,0.0,3,3,3.0
2013-03-04,1,BEVERAGES,1037.0,0,18.0,12.0,3.0,13,90.13,0,0,0.0,3,4,1.0
2013-03-04,1,DAIRY,430.0,0,18.0,12.0,3.0,13,90.13,0,0,0.0,3,4,1.0
2013-03-04,1,GROCERY I,2299.0,0,18.0,12.0,3.0,13,90.13,0,0,0.0,3,4,1.0
2013-03-05,1,BEVERAGES,780.0,0,18.0,12.0,3.0,13,90.88,0,0,0.0,3,5,5.0
2013-03-05,1,DAIRY,381.0,0,18.0,12.0,3.0,13,90.88,0,0,0.0,3,5,5.0
2013-03-05,1,GROCERY I,1746.0,0,18.0,12.0,3.0,13,90.88,0,0,0.0,3,5,5.0
2013-03-06,1,BEVERAGES,1069.0,0,18.0,12.0,3.0,13,90.47,0,0,0.0,3,6,6.0
2013-03-06,1,DAIRY,515.0,0,18.0,12.0,3.0,13,90.47,0,0,0.0,3,6,6.0
2013-03-06,1,GROCERY I,2475.0,0,18.0,12.0,3.0,13,90.47,0,0,0.0,3,6,6.0
2013-03-07,1,BEVERAGES,1094.0,0,18.0,12.0,3.0,13,91.53,0,0,0.0,3,7,4.0
2013-03-07,1,DAIRY,409.0,0,18.0,12.0,3.0,13,91.53,0,0,0.0,3,7,4.0
2013-03-07,1,GROCERY I,1720.0,0,18.0,12.0,3.0,13,91.53,0,0,0.0,3,7,4.0
2013-03-08,1,BEVERAGES,1186.0,0,18.0,12.0,3.0,13,92.01,0,0,0.0,3,8,0.0
2013-03-08,1,DAIRY,467.0,0,18.0,12.0,3.0,13,92.01,0,0,0.0,3,8,0.0
2013-03-08,1,GROCERY I,1893.0,0,18.0,12.0,3.0,13,92.01,0,0,0.0,3,8,0.0
2013-03-09,1,BEVERAGES,1089.0,0,18.0,12.0,3.0,13,92.03,0,0,0.0,3,9,2.0
2013-03-09,1,DAIRY,457.0,0,18.0,12.0,3.0,13,92.03,0,0,0.0,3,9,2.0
2013-03-09,1,GROCERY I,1972.0,0,18.0,12.0,3.0,13,92.03,0,0,0.0,3,9,2.0
2013-03-10,1,BEVERAGES,548.0,0,18.0,12.0,3.0,13,92.05,0,0,0.0,3,10,3.0
2013-03-10,1,DAIRY,227.0,0,18.0,12.0,3.0,13,92.05,0,0,0.0,3,10,3.0
2013-03-10,1,GROCERY I,854.0,0,18.0,12.0,3.0,13,92.05,0,0,0.0,3,10,3.0
2013-03-11,1,BEVERAGES,1072.0,0,18.0,12.0,3.0,13,92.07,0,0,0.0,3,11,1.0
2013-03-11,1,DAIRY,394.0,0,18.0,12.0,3.0,13,92.07,0,0,0.0,3,11,1.0
2013-03-11,1,GROCERY I,1809.0,0,18.0,12.0,3.0,13,92.07,0,0,0.0,3,11,1.0
2013-03-12,1,BEVERAGES,833.0,0,18.0,12.0,3.0,13,92.44,0,0,0.0,3,12,5.0
2013-03-12,1,DAIRY,427.0,0,18.0,12.0,3.0,13,92.44,0,0,0.0,3,12,5.0
2013-03-12,1,GROCERY I,1808.0,0,18.0,12.0,3.0,13,92.44,0,0,0.0,3,12,5.0
2013-03-13,1,BEVERAGES,1078.0,0,18.0,12.0,3.0,13,92.47,0,0,0.0,3,13,6.0
2013-03-13,1,DAIRY,492.0,0,18.0,12.0,3.0,13,92.47,0,0,0.0,3,13,6.0
2013-03-13,1,GROCERY I,2010.0,0,18.0,12.0,3.0,13,92.47,0,0,0.0,3,13,6.0
2013-03-14,1,BEVERAGES,753.0,0,18.0,12.0,3.0,13,93.03,0,0,0.0,3,14,4.0
2013-03-14,1,DAIRY,375.0,0,18.0,12.0,3.0,13,93.03,0,0,0.0,3,14,4.0
2013-03-14,1,GROCERY I,1685.0,0,18.0,12.0,3.0,13,93.03,0,0,0.0,3,14,4.0
2013-03-15,1,BEVERAGES,967.0,0,18.0,12.0,3.0,13,93.49,0,0,0.0,3,15,0.0
2013-03-15,1,DAIRY,418.0,0,18.0,12.0,3.0,13,93.49,0,0,0.0,3,15,0.0
2013-03-15,1,GROCERY I,1760.0,0,18.0,12.0,3.0,13,93.49,0,0,0.0,3,15,0.0
2013-03-16,1,BEVERAGES,1092.0,0,18.0,12.0,3.0,13,93.56333333333333,0,0,0.0,3,16,2.0
2013-03-16,1,DAIRY,458.0,0,18.0,12.0,3.0,13,93.56333333333333,0,0,0.0,3,16,2.0
2013-03-16,1,GROCERY I,2082.0,0,18.0,12.0,3.0,13,93.56333333333333,0,0,0.0,3,16,2.0
2013-03-17,1,BEVERAGES,466.0,0,18.0,12.0,3.0,13,93.63666666666666,0,0,0.0,3,17,3.0
2013-03-17,1,DAIRY,205.0,0,18.0,12.0,3.0,13,93.63666666666666,0,0,0.0,3,17,3.0
2013-03-17,1,GROCERY I,745.0,0,18.0,12.0,3.0,13,93.63666666666666,0,0,0.0,3,17,3.0
2013-03-18,1,BEVERAGES,772.0,0,18.0,12.0,3.0,13,93.71,0,0,0.0,3,18,1.0
2013-03-18,1,DAIRY,422.0,0,18.0,12.0,3.0,13,93.71,0,0,0.0,3,18,1.0
2013-03-18,1,GROCERY I,1830.0,0,18.0,12.0,3.0,13,93.71,0,0,0.0,3,18,1.0
2013-03-19,1,BEVERAGES,836.0,0,18.0,12.0,3.0,13,92.44,0,0,0.0,3,19,5.0
2013-03-19,1,DAIRY,434.0,0,18.0,12.0,3.0,13,92.44,0,0,0.0,3,19,5.0
2013-03-19,1,GROCERY I,1813.0,0,18.0,12.0,3.0,13,92.44,0,0,0.0,3,19,5.0
2013-03-20,1,BEVERAGES,1059.0,0,18.0,12.0,3.0,13,93.21,0,0,0.0,3,20,6.0
2013-03-20,1,DAIRY,554.0,0,18.0,12.0,3.0,13,93.21,0,0,0.0,3,20,6.0
2013-03-20,1,GROCERY I,2200.0,0,18.0,12.0,3.0,13,93.21,0,0,0.0,3,20,6.0
2013-03-21,1,BEVERAGES,756.0,0,18.0,12.0,3.0,13,92.46,0,0,0.0,3,21,4.0
2013-03-21,1,DAIRY,435.0,0,18.0,12.0,3.0,13,92.46,0,0,0.0,3,21,4.0
2013-03-21,1,GROCERY I,1791.0,0,18.0,12.0,3.0,13,92.46,0,0,0.0,3,21,4.0
2013-03-22,1,BEVERAGES,842.0,0,18.0,12.0,3.0,13,93.41,0,0,0.0,3,22,0.0
2013-03-22,1,DAIRY,462.0,0,18.0,12.0,3.0,13,93.41,0,0,0.0,3,22,0.0
